Latitude,Longitude,MGRS.WGS84
44.44812,-0.24306,30TYQ1936625343
45.79668,-0.21306,30TYR1658575235
45.3472,-0.2233,30TYR1751925272
46.6955,-0.19184,30TYS1469675157
46.24612,-0.20258,30TYS1564425197
47.14485,-0.18085,30TYT1374125117
48.07112,-4.67059,30UUU7555425554
48.52076,-4.68532,30UUU7555575554
48.53258,-2.65384,30UWU2555575554
49.42797,-1.95805,30UWV7555575554
48.0709,-1.31452,30UXU2555425554
48.52054,-1.29965,30UXU2555575554
48.50856,-0.62304,30UXU7555475555
48.0591,-0.64381,30UXU7555525554
49.41971,-1.26879,30UXV2555475555
48.97014,-1.28441,30UXV2555525554
49.40733,-0.57992,30UXV7555475554
48.95797,-0.60174,30UXV7555525555
48.04339,-0.15804,30UYU1181025030
42.64974,0.27993,31TBH7702925507
43.09948,0.27103,31TBH7791975477
43.54919,0.26192,31TBJ7881725447
43.99885,0.2526,31TBJ7972275415
44.89803,0.23329,31TBK8155475347
45.34756,0.22329,31TBL8248025312
45.79704,0.21305,31TBL8341475275
46.24648,0.20257,31TBM8435525237
47.59453,0.16957,31TBN8722175117
43.12251,1.47019,31TCH7555475555
43.56255,0.84001,31TCJ2555525554
44.01242,0.82374,31TCJ2555575554
44.0226,1.44723,31TCJ7555475555
43.57257,1.45885,31TCJ7555525554
44.91204,0.79004,31TCK2555475555
44.47259,1.43535,31TCK7555525555
44.92254,1.42318,31TCK7555575555
45.81149,0.75473,31TCL2555575554
45.82233,1.39797,31TCL7555575555
46.27216,1.38491,31TCM7555525554
43.12907,2.08474,31TDH2555475554
42.67887,2.09138,31TDH2555525555
42.68208,2.70163,31TDH7555525554
43.57924,2.07795,31TDJ2555425554
44.02938,2.071,31TDJ2555475555
43.58256,2.69722,31TDJ7555525554
44.48289,2.6926,31TDK7555525554
44.93301,2.69021,31TDK7555575555
45.82954,2.04152,31TDL2555575555
46.27949,2.0337,31TDM2555425555
46.7294,2.0257,31TDM2555575554
46.28313,2.68268,31TDM7555425554
46.7331,2.68005,31TDM7555475554
47.18304,2.67736,31TDN7555525555
44.03271,3.31892,31TEJ2555575555
44.47936,3.95007,31TEK7555525555
44.92941,3.95746,31TEK7555575554
46.72928,3.98883,31TEM7555575555
47.18299,3.33729,31TEN2555425554
47.63289,3.34017,31TEN2555475554
47.17915,3.99715,31TEN7555425554
46.27196,4.62949,31TFM2555425555
46.72175,4.64299,31TFM2555575554
47.17151,4.65681,31TFN2555425555
47.60961,5.33592,31TFN7555575555
43.09916,5.72896,31TGH2208075441
43.99851,5.74739,31TGJ2027875377
45.79668,5.78694,31TGL1658575235
47.59414,5.83042,31TGN1277975074
49.39128,0.12165,31UBQ9113774938
49.84035,0.10891,31UBR9213324889
48.05941,0.6587,31UCP2555525555
48.52076,1.31468,31UCP7555575554
49.40765,0.59521,31UCQ2555575554
48.97037,1.29957,31UCQ7555525555
49.85699,0.57297,31UCR2555525555
49.86946,1.26821,31UCR7555525554
50.31895,1.25193,31UCR7555575555
48.52869,1.99167,31UDP2555575555
48.53263,2.66888,31UDP7555575555
49.42811,1.97336,31UDQ2555575555
48.98242,2.66591,31UDQ7555525555
50.32739,1.95411,31UDR2555575555
49.8819,2.65974,31UDR7555425555
50.33158,2.65654,31UDR7555475554
50.77697,1.94411,31UDS2555425555
51.22652,1.93386,31UDS2555575555
48.08275,3.34313,31UEP2555425554
48.53258,3.34616,31UEP2555575554
48.07879,4.01441,31UEP7555425555
48.52855,4.02337,31UEP7555575554
48.98237,3.34926,31UEQ2555425554
49.43213,3.35245,31UEQ2555575555
49.42797,4.04195,31UEQ7555575554
49.88185,3.35571,31UER2555525555
48.0709,4.68548,31UFP2555425554
48.52054,4.70035,31UFP2555575554
48.50856,5.37696,31UFP7555475555
48.0591,5.35619,31UFP7555525554
48.95797,5.39826,31UFQ7555525555
48.4926,5.85379,31UGP1083474986
48.94176,5.86591,31UGQ0985224940
43.09948,6.27103,32TKN7791975477
43.54919,6.26192,32TKP7881725447
44.44846,6.24306,32TKQ8063425381
46.24648,6.20257,32TKS8435525237
46.69588,6.19184,32TKS8530475199
44.0226,7.44723,32TLP7555475555
43.57257,7.45885,32TLP7555525554
44.46225,6.80709,32TLQ2555525554
45.81149,6.75473,32TLR2555575554
47.60991,6.67884,32TLT2555475555
48.49299,6.1462,32UKU8916575029
48.94216,6.13408,32UKV9014824985
49.39128,6.12165,32UKV9113774938
48.50886,6.63805,32ULU2555475554
48.05941,6.6587,32ULU2555525555
48.07112,7.32941,32ULU7555425554
48.95828,6.61689,32ULV2555425554
48.97037,7.29957,32ULV7555525555
48.07892,8.00049,32UMU2555525555
48.52869,7.99167,32UMU2555575555
48.97842,7.98262,32UMV2555425555
46.26116,6.73643,32TLS2555425555
48.52869,-4.00833,30UVU2555575555
48.0828,-3.32823,30UVU7555425555
48.53263,-3.33112,30UVU7555575555
48.07879,-1.98559,30UWU7555425555
48.4926,-0.14621,30UYU1083474986
43.11264,0.8559,31TCH2555475554
42.66269,0.87144,31TCH2555525554
45.36179,0.77259,31TCL2555425555
44.92953,2.05661,31TDK2555575554
45.37955,2.04915,31TDL2555425554
45.38308,2.68776,31TDL7555525554
47.63293,2.6746,31TDN7555475554
44.93297,3.32386,31TEK2555475555
47.62123,4.67097,31TFN2555475555
46.6955,5.80816,31TGM1469675157
46.24612,5.79742,31TGM1564425197
47.14485,5.81915,31TGN1374125117
48.49299,0.1462,31UBP8916575029
48.94216,0.13408,31UBQ9014824985
48.95828,0.61689,31UCQ2555425554
49.87777,1.96385,31UDR2555425555
48.04339,5.84196,31UGP1181025030
45.34756,6.22329,32TKR8248025312
45.79704,6.21305,32TKR8341475275
44.91204,6.79004,32TLQ2555475555
47.16037,6.6985,32TLT2555425555
48.04378,6.15803,32UKU8819025074
48.98242,-3.33409,30UVV7555525555
48.08275,-2.65687,30UWU2555425554
48.52855,-1.97663,30UWU7555575554
49.86923,-1.25277,30UXA2555425555
49.39087,-0.12166,30UYV0886374892
48.94176,-0.13409,30UYV0985224940
44.44846,0.24306,31TBK8063425381
44.46225,0.80709,31TCK2555525554
45.37245,1.41072,31TCL7555425554
45.83313,2.68525,31TDL7555575555
44.48286,3.32136,31TEK2555425555
45.37943,3.96502,31TEL7555425554
47.62899,4.00568,31TEN7555575555
48.50886,0.63805,31UCP2555475554
48.07112,1.32941,31UCP7555425554
43.99885,6.2526,32TKP7972275415
44.89803,6.23329,32TKQ8155475347
44.01242,6.82374,32TLP2555575554
45.36179,6.77259,32TLR2555425555
49.40765,6.59521,32ULV2555575554
43.11239,5.15773,31TFH7555475555
42.22863,2.09786,31TDG2555475555
48.50886,-5.36195,30UUU2555475554
42.66244,-0.8579,30TXN7555525554
48.97828,-1.96746,30UWV7555425554
42.23176,3.3097,31TEG2555575555
49.87763,-1.94841,30UWA7555425555
48.97842,-4.01738,30UVV2555425555
43.11264,6.8559,32TLN2555475554
49.41993,7.28409,32ULV7555575554
43.12232,-1.45655,30TXN2555575554
42.68205,9.31192,32TNN2555425555
50.7684,1.23523,31UCS7555525555
47.18304,-3.32264,30TVT7555525555
46.71078,6.71769,32TLS2555475554
42.23179,2.70376,31TDG7555575554
43.12232,4.54345,31TFH2555575554
41.33107,9.30539,32TNL2555475555
41.78143,9.30752,32TNM2555525554
46.27937,-2.0193,30TWS7555425555
42.23179,8.70376,32TMM7555575554
42.68208,8.70163,32TMN7555525554
42.23176,9.3097,32TNM2555575555
41.3311,8.70787,32TML7555475554
41.78147,8.70584,32TMM7555525555
43.1323,9.3142,32TNN2555475554
47.62912,8.00909,32TMT2555475555
47.63293,8.6746,32TMT7555475554
47.60961,11.33592,32TPT7555575555
49.85699,6.57297,32ULA2555525555
50.31895,7.25193,32ULA7555575555
50.7684,7.23523,32ULB7555525555
49.87777,7.96385,32UMA2555425555
49.8819,8.65974,32UMA7555425555
51.68043,8.64643,32UMC7555425554
52.12998,8.64289,32UMC7555575555
49.43217,8.66286,32UMV7555475554
49.88185,9.35571,32UNA2555525555
48.52054,10.70035,32UPU2555575554
48.0591,11.35619,32UPU7555525554
49.41971,10.73121,32UPV2555475555
48.97014,10.71559,32UPV2555525554
48.95797,11.39826,32UPV7555525555
48.04339,11.84196,32UQU1181025030
48.94216,12.13408,33UTQ9014824985
50.75552,12.52677,33UUS2555425555
52.103,12.45289,33UUT2555575554
52.5658,13.16395,33UUU7555425554
52.1255,13.91254,33UVT2555575554
52.57494,13.90145,33UVU2555525554
51.18727,6.0687,32UKB9516074734
51.20472,6.50278,32ULB2555575554
51.21781,7.21809,32ULB7555475555
51.65388,6.47816,32ULC2555525554
51.66718,7.20051,32ULC7555425555
52.11651,7.18247,32ULC7555475555
50.32739,7.95411,32UMA2555575555
50.33158,8.65654,32UMA7555475554
50.77697,7.94411,32UMB2555425555
50.78123,8.65326,32UMB7555525554
51.67603,7.92334,32UMC2555525555
52.1255,7.91254,32UMC2555575554
53.02435,7.89006,32UMD2555475555
52.57949,8.63924,32UMD7555425555
53.02897,8.6355,32UMD7555475555
53.47371,7.87837,32UME2555425554
54.37234,7.85402,32UMF2555525554
48.53263,8.66888,32UMU7555575555
49.42811,7.97336,32UMV2555575555
48.98242,8.66591,32UMV7555525555
50.33154,9.35905,32UNA2555475555
50.78119,9.36249,32UNB2555525555
51.2308,9.36601,32UNB2555575554
50.77683,10.07163,32UNB7555525555
51.22637,10.08204,32UNB7555575554
51.68038,9.36962,32UNC2555425554
51.67588,10.09272,32UNC7555525554
52.12535,10.10368,32UNC7555575554
52.57944,9.37714,32UND2555525555
53.02892,9.38105,32UND2555575555
53.02419,10.12648,32UND7555475554
52.57479,10.11493,32UND7555525554
53.47836,9.38506,32UNE2555425555
53.92777,9.38919,32UNE2555575555
53.47356,10.13835,32UNE7555525555
53.92288,10.15054,32UNE7555575554
54.37218,10.16306,32UNF7555425555
48.08275,9.34313,32UNU2555425554
48.53258,9.34616,32UNU2555575554
48.07879,10.01441,32UNU7555425555
48.52855,10.02337,32UNU7555575554
49.43213,9.35245,32UNV2555575555
48.97828,10.03254,32UNV7555425554
49.42797,10.04195,32UNV7555575554
50.31871,10.76366,32UPA2555575554
50.30594,11.46541,32UPA7555575554
51.21756,10.79779,32UPB2555475554
50.76816,10.78051,32UPB2555525555
50.75519,11.48895,32UPB7555525555
51.20438,11.5131,32UPB7555575554
52.11626,10.83373,32UPC2555475555
51.66693,10.81553,32UPC2555525554
51.65354,11.53787,32UPC7555425555
52.10265,11.5633,32UPC7555475555
53.0148,10.8716,32UPD2555475555
52.56555,10.85242,32UPD2555525555
52.55172,11.58941,32UPD7555525555
53.00074,11.61621,32UPD7555575554
53.46401,10.89131,32UPE2555425555
53.91318,10.91155,32UPE2555475554
53.89866,11.64171,32UPE7356475480
54.36231,10.93236,32UPF2555525554
48.50856,11.37696,32UPU7555475555
49.40733,11.42008,32UPV7555475554
50.28895,11.90415,32UQA0686574792
51.18684,11.93129,32UQB0484174687
50.73792,11.91755,32UQB0585624740
52.08453,11.95988,32UQC0279274573
51.63571,11.9454,32UQC0381924631
48.4926,11.85379,32UQU1083474986
48.04378,12.15803,33UTP8819025074
48.49299,12.1462,33UTP8916575029
49.39128,12.12165,33UTQ9113774938
50.73835,12.08245,33UTS9414524788
51.18727,12.0687,33UTS9516074734
51.63615,12.05459,33UTT9618124680
54.34793,12.34587,33UUA2749625481
54.81168,13.06353,33UUA7555575554
48.50886,12.63805,33UUP2555475554
48.95828,12.61689,33UUQ2555425554
51.20472,12.50278,33UUS2555575554
51.21781,13.21809,33UUS7555475555
51.65388,12.47816,33UUT2555525554
51.66718,13.20051,33UUT7555425555
52.11651,13.18247,33UUT7555475555
53.0011,12.40031,33UUU2555475554
52.55207,12.42695,33UUU2555525554
53.01506,13.14493,33UUU7555475555
53.45009,12.37037,33UUV2538325561
53.89903,12.35829,33UUV2643775521
53.91345,13.10533,33UUV7555475555
53.46427,13.1254,33UUV7555525554
54.37234,13.85402,33UVA2555525554
51.67603,13.92334,33UVT2555525555
51.68043,14.64643,33UVT7555425554
52.12998,14.64289,33UVT7555575555
53.02435,13.89006,33UVU2555475555
52.57949,14.63924,33UVU7555425555
53.47371,13.87837,33UVV2555425554
53.92305,13.86636,33UVV2555475555
53.47841,14.63166,33UVV7555425554
51.63615,6.05459,32UKC9618124680
49.86946,7.26821,32ULA7555525554
52.103,6.45289,32ULC2555575554
52.5658,7.16395,32ULD7555425554
53.01506,7.14493,32ULD7555475555
53.46427,7.1254,32ULE7555525554
51.22652,7.93386,32UMB2555575555
51.23085,8.64989,32UMB7555575555
52.57494,7.90145,32UMD2555525554
53.92305,7.86636,32UME2555475555
53.47841,8.63166,32UME7555425554
53.92782,8.62772,32UME7555575555
48.0828,8.67177,32UMU7555425555
49.87763,10.05159,32UNA7555425555
50.32724,10.06148,32UNA7555475554
52.12993,9.37333,32UNC2555475555
54.37714,9.39342,32UNF2555425555
48.98237,9.34926,32UNV2555425554
49.86923,10.74723,32UPA2555425555
49.85666,11.44246,32UPA7555425554
53.44972,11.62963,32UPE7461825520
48.0709,10.68548,32UPU2555425554
49.83993,11.89108,32UQA0786724843
49.39087,11.87834,32UQV0886374892
48.94176,11.86591,32UQV0985224940
49.84035,12.10891,33UTR9213324889
54.36259,13.08472,33UUA7555525555
51.18684,5.93129,31UGS0484174687
51.63571,5.9454,31UGT0381924631
49.84035,6.10891,32UKA9213324889
52.55207,6.42695,32ULD2555525554
53.91345,7.10533,32ULE7555475555
54.37719,8.62366,32UMF7555425554
54.34755,11.65413,32UPF7250425438
52.08498,12.04011,33UTT9720874624
53.02897,14.6355,33UVU7555475555
53.92782,14.62772,33UVV7555575555
37.6995,23.55842,34SGG2555475555
39.03563,23.94431,34SGJ5484824856
36.36706,25.61282,35SLA7555525555
37.71065,25.02095,35SLB2555575555
37.69977,24.45416,35SKB7555575555
38.16103,25.00883,35SLC2555525555
35.89831,23.49916,34SGE2555475555
36.37223,26.1701,35SMA2555525555
36.37214,27.84228,35SNA7555525554
38.6254,26.14477,35SMC2555475554
38.17484,26.15007,35SMC2555525555
35.01499,25.63604,35SLU7555575555
35.44817,24.52707,35SKV7555525555
35.43533,23.87711,34SGE6117925125
34.99773,24.5407,35SKU7555475555
35.00759,25.08825,35SLU2555475554
35.44792,23.48515,34SGE2555425555
35.45819,25.07765,35SLV2555525554
35.46571,25.62847,35SLV7555425554
35.01991,26.18399,35SMU2555475555
35.43563,24.12289,35SKV3882125158
34.9854,24.13048,35SKU3806775186
35.47072,26.17946,35SMV2555425555
37.26023,25.0328,35SLB2555525554
38.59985,23.59009,34SGH2555575554
38.14997,24.43858,35SKC7555525554
38.13615,24.07363,35SKC4352124968
39.06145,23.02906,34SFJ7555525555
38.58574,23.93524,34SGH5566874893
38.60013,24.42265,35SKC7555575554
39.04997,23.60646,34SGJ2555525555
38.58609,24.06476,35SKC4433374932
38.61115,23.0163,34SFH7555475554
36.82552,27.28656,35SNA2555575555
37.72424,26.15524,35SMB2555475555
36.81768,25.60473,35SLA7555575555
35.47318,27.28168,35SNV2555425555
35.92399,27.28327,35SNV2555475554
35.4732,26.73055,35SMV7555425554
38.17758,20.7209,34SDH7555425554
38.17484,20.15007,34SDH2555525555
39.52063,19.55221,34SCJ7555475554
36.79924,24.4843,35SKA7555575554
36.35909,22.95664,34SFF7555425555
37.24953,24.4694,35SKB7555525555
36.82555,26.72589,35SMA7555575555
38.62819,20.71916,34SDH7555475555
37.27626,26.72426,35SMB7555425555
39.07876,26.71738,35SMD7555425554
39.07593,26.13936,35SMD2555425555
39.52642,26.13383,35SMD2555575554
39.96216,24.95756,35SLE2555525554
39.971,25.54275,35SLE7555425555
38.62816,21.29359,34SEH2555575555
39.97678,21.88483,34SEK7555425554
39.95008,23.64032,34SGK2555525555
40.42116,22.48,34TFK2555575555
40.40007,23.65783,34TGK2555575554
40.8625,24.93014,35TLF2555425555
40.87162,25.52319,35TLF7555525555
39.07876,20.71738,34SDJ7555425554
39.5293,20.71557,34SDJ7555575554
38.62531,21.86798,34SEH7555575555
39.07583,21.87347,34SEJ7555525554
39.52633,21.87909,34SEJ7555575555
38.61964,22.44224,34SFH2555475555
39.07007,22.45137,34SFJ2555525554
39.97083,22.47024,34SFK2555525554
39.96193,23.05543,34SFK7555425554
40.87759,21.89672,34TEL7555525555
40.85003,23.67574,34TGL2555525555
41.30025,24.31919,35TKF7555575555
40.87769,26.11646,35TMF2555525555
39.52047,22.4607,34SFJ2555575554
40.41211,23.06907,34TFK7555575554
40.86226,23.08302,34TFL7555525555
38.17755,21.29177,34SEH2555425555
39.51171,23.04209,34SFJ7555475555
40.43024,21.30128,34TEK2555575555
40.85033,24.33742,35TKF7555525554
41.3311,26.70787,35TMF7555475554
41.3217,22.50019,34TFL2555475555
38.14969,23.57408,34SGH2555525554
40.38504,23.97277,34TGK5234274737
39.93528,23.96307,34SGK5318524778
40.83513,24.01731,35TKF4851024737
38.17474,21.8626,34SEH7555425554
40.87145,22.48998,34TFL2555425555
39.52927,21.29735,34SEJ2555575555
37.27351,21.85221,34SEG7555425554
37.72415,21.85735,34SEG7555475555
39.97977,21.29929,34SEK2555425554
36.81753,22.40771,34SFF2555475555
37.71866,22.42459,34SFG2555475555
37.26811,22.41606,34SFG2555525554
41.2848,24.00716,35TKF4936974694
40.4272,21.89071,34TEK7555575554
39.07873,21.29545,34SEJ2555525554
39.07593,20.13936,34SDJ2555425555
40.40037,24.35524,35TKE7555575554
38.13581,23.92637,34SGH5647924930
37.26826,25.59646,35SLB7555525555
36.80978,25.04439,35SLA2555575555
37.72691,21.29,34SEG2555575555
36.82284,21.84719,34SEF7555475554
37.71044,22.99164,34SFG7555475555
38.16916,22.43332,34SFH2555525554
38.16081,23.00383,34SFH7555425554
37.24926,23.54311,34SGG2555525555
37.26002,22.97971,34SFG7555425554
36.80957,22.96805,34SFF7555475554
36.36691,22.39955,34SFF2555425554
38.61979,25.57051,35SLC7555575554
35.9214,27.83747,35SNV7555475554
36.36691,28.39955,35SPA2555425554
37.72694,26.7226,35SMB7555475555
37.72691,27.29,35SNB2555575555
40.42133,25.53308,35TLE7555475555
39.05025,24.40636,35SKD7555525554
40.41235,24.944,35TLE2555475555
36.37477,27.2849,35SNA2555525554
37.72694,20.7226,34SDG7555475555
46.71049,17.29682,33TXM7555575554
47.16007,17.31613,33TXN7555425554
46.6955,17.80816,33TYM1469675157
47.59414,17.83042,33TYN1277975074
47.14485,17.81915,33TYN1374125117
46.24648,18.20257,34TBS8435525237
46.69588,18.19184,34TBS8530475199
47.14522,18.18084,34TBT8625925158
46.26116,18.73643,34TCS2555425555
46.71078,18.71769,34TCS2555475554
46.72196,19.37153,34TCS7555475554
47.16037,18.6985,34TCT2555425555
47.60991,18.67884,34TCT2555475555
47.17172,19.35783,34TCT7555425555
47.62144,19.3438,34TCT7555575555
46.27949,20.0337,34TDS2555425555
46.7294,20.0257,34TDS2555575554
47.62912,20.00909,34TDT2555475555
47.17928,20.0175,34TDT2555525555
47.63293,20.6746,34TDT7555475554
46.73306,21.33447,34TES2555475555
47.18299,21.33729,34TET2555425554
47.63289,21.34017,34TET2555475554
47.17915,21.99715,34TET7555425554
47.62899,22.00568,34TET7555575555
48.05941,18.6587,34UCU2555525555
48.07112,19.32941,34UCU7555425554
48.07892,20.00049,34UDU2555525555
48.0828,20.67177,34UDU7555425555
48.08275,21.34313,34UEU2555425554
48.53258,21.34616,34UEU2555575554
48.07879,22.01441,34UEU7555425555
48.0709,22.68548,34UFU2555425554
46.27216,19.38491,34TCS7555525554
46.28313,20.68268,34TDS7555425554
46.7331,20.68005,34TDS7555475554
47.18304,20.67736,34TDT7555525555
46.24612,17.79742,33TYM1564425197
47.59453,18.16957,34TBT8722175117
48.53263,20.66888,34UDU7555575555
45.79704,18.21305,34TBR8341475275
48.52855,22.02337,34UEU7555575554
47.62123,22.67097,34TFT2555475555
63.35778,-20.48922,27VWL2555425554
63.35071,-19.49012,27VWL7555525555
64.24781,-19.44135,27WWM7555525554
63.78534,-17.51489,28VCR7607275534
51.68038,-8.63038,29UNT2555425554
52.1255,-10.08746,29UMT2555575554
52.12998,-9.35711,29UMT7555575555
53.02897,-9.3645,29UMU7555475555
53.47371,-10.12163,29UMV2555425554
53.92305,-10.13364,29UMV2555475555
53.47841,-9.36834,29UMV7555425554
53.92782,-9.37228,29UMV7555575555
54.37714,-8.60658,29UNA2555425555
54.82648,-8.60222,29UNA2555575555
54.37218,-7.83694,29UNA7555425555
55.27579,-8.59774,29UNB2555525555
55.27066,-7.81082,29UNB7555525555
52.57944,-8.62286,29UNU2555525555
53.02892,-8.61895,29UNU2555575555
53.02419,-7.87352,29UNU7555475554
52.57479,-7.88507,29UNU7555525554
53.47836,-8.61494,29UNV2555425555
53.92777,-8.61081,29UNV2555575555
53.47356,-7.86165,29UNV7555525555
53.92288,-7.84946,29UNV7555575554
54.36231,-7.06764,29UPA2555525554
52.11626,-7.16627,29UPT2555475555
52.10265,-6.4367,29UPT7555475555
53.0148,-7.1284,29UPU2555475555
52.56555,-7.14758,29UPU2555525555
52.55172,-6.41059,29UPU7555525555
53.46401,-7.10869,29UPV2555425555
53.91318,-7.08845,29UPV2555475554
53.89866,-6.35829,29UPV7356475480
53.44972,-6.37037,29UPV7461825520
54.37719,-9.37634,29UMA7555425554
51.68043,-9.35357,29UMT7555425554
52.57949,-9.36076,29UMU7555425555
54.82144,-7.82406,29UNA7555575555
52.12993,-8.62667,29UNT2555475555
52.12535,-7.89632,29UNT7555575554
53.00074,-6.38379,29UPU7555575554
51.66718,-10.79949,29ULT7555425555
54.37234,-10.14598,29UMA2555525554
51.23085,-9.35011,29UMS7555575555
51.67603,-10.07666,29UMT2555525555
52.57494,-10.09855,29UMU2555525554
55.26046,-7.02428,29UPB2555525554
51.67588,-7.90728,29UNT7555525554
52.11651,-10.81753,29ULT7555475555
51.22652,-10.06614,29UMS2555575555
52.98203,-6.01,29UQU0071874454
53.02435,-10.10994,29UMU2555475555
43.12896,9.9289,32TNN7555475554
40.4273,14.12238,33TVE2555575554
42.67222,10.53226,32TPN2555525554
42.67876,9.92217,32TNN7555525554
40.8625,12.93014,33TUF2555425555
42.21245,11.12682,32TPM7555575554
35.44817,12.52707,33STV7555525555
40.43027,14.71181,33TVE7555575554
35.90876,13.06681,33SUV2555575555
44.47259,7.43535,32TLQ7555525555
44.92254,7.42318,32TLQ7555575555
44.47947,8.06389,32TMQ2555525554
44.92953,8.05661,32TMQ2555575554
45.37955,8.04915,32TMR2555425554
44.02926,9.94285,32TNP7555575554
44.48286,9.32136,32TNQ2555425555
45.38304,9.32642,32TNR2555425554
45.37943,9.96502,32TNR7555425554
42.66244,11.1421,32TPN7555525554
44.02241,10.56661,32TPP2555475554
43.57239,10.5549,32TPP2555525555
44.01216,11.1901,32TPP7555475555
43.56229,11.17373,32TPP7555525554
44.46198,11.20686,32TPQ7555525554
45.37225,10.60345,32TPR2555525554
45.82213,10.61632,32TPR2555575555
45.36151,11.24157,32TPR7555525555
45.81121,11.25955,32TPR7555575554
46.26087,11.27796,32TPS7555425554
43.99851,11.74739,32TQP2027875377
43.54885,11.73807,32TQP2118325409
44.89768,11.7667,32TQQ1844675308
45.79668,11.78694,32TQR1658575235
39.97977,15.29929,33SWE2555425554
39.97678,15.88483,33SWE7555425554
39.93528,17.96307,33SYE5318524778
41.75012,12.29713,33TTG7527125563
44.44846,12.24306,33TTK8063425381
45.34756,12.22329,33TTL8248025312
46.24648,12.20257,33TTM8435525237
41.3126,12.91596,33TUF2555475554
41.76267,12.90146,33TUG2555525554
42.2127,12.88662,33TUG2555575554
43.12251,13.47019,33TUH7555475555
45.82233,13.39797,33TUL7555575555
46.26116,12.73643,33TUM2555425555
41.32804,14.1104,33TVF2555575555
40.88071,14.70986,33TVF7555425555
42.67887,14.09138,33TVH2555525555
45.82954,14.04152,33TVL2555575555
40.43024,15.30128,33TWE2555575555
40.88067,15.30331,33TWF2555425554
40.42116,16.48,33TXE2555575555
40.40007,17.65783,33TYE2555575554
40.85003,17.67574,33TYF2555525555
39.95037,18.37266,34SBK7555425554
40.40037,18.35524,34TBK7555575554
44.02938,8.071,32TMP2555475555
44.48289,8.6926,32TMQ7555525554
44.93301,8.69021,32TMQ7555575555
45.38308,8.68776,32TMR7555525554
45.83313,8.68525,32TMR7555575555
44.93297,9.32386,32TNQ2555475555
44.92941,9.95746,32TNQ7555575554
45.82942,9.97277,32TNR7555475555
43.12232,10.54345,32TPN2555575554
43.11239,11.15773,32TPN7555475555
44.4724,10.5786,32TPQ2555425555
44.92234,10.59088,32TPQ2555575554
44.91177,11.22401,32TPQ7555575555
43.09916,11.72896,32TQN2208075441
45.3472,11.7767,32TQR1751925272
38.17474,15.8626,33SWC7555425554
38.62531,15.86798,33SWC7555575555
39.52633,15.87909,33SWD7555575555
38.61964,16.44224,33SXC2555475555
39.06145,17.02906,33SXD7555525555
39.97083,16.47024,33SXE2555525554
42.19995,12.28863,33TTG7614675536
43.09948,12.27103,33TTH7791975477
44.89803,12.23329,33TTK8155475347
43.11264,12.8559,33TUH2555475554
42.6724,13.48128,33TUH7555425554
45.81149,12.75473,33TUL2555575554
46.27216,13.38491,33TUM7555525554
40.87769,14.11646,33TVF2555525555
41.33107,15.30539,33TWF2555475555
41.78143,15.30752,33TWG2555525554
40.41211,17.06907,33TXE7555575554
46.27937,9.9807,32TNS7555425555
46.24612,11.79742,32TQS1564425197
46.6955,11.80816,32TQS1469675157
45.82233,7.39797,32TLR7555575555
45.82954,8.04152,32TMR2555575555
45.83309,9.32904,32TNR2555475555
39.07007,16.45137,33SXD2555525554
39.52047,16.4607,33SXD2555575554
42.64974,12.27993,33TTH7702925507
43.54919,12.26192,33TTJ7881725447
43.99885,12.2526,33TTJ7972275415
45.79704,12.21305,33TTL8341475275
41.77209,13.50271,33TUG7555425555
42.22226,13.49212,33TUG7555575554
44.01242,12.82374,33TUJ2555575554
41.3311,14.70787,33TVF7555475554
41.77835,14.1042,33TVG2555425554
42.22863,14.09786,33TVG2555475555
45.37245,7.41072,32TLR7555425554
46.27949,8.0337,32TMS2555425555
46.28313,8.68268,32TMS7555425554
46.28309,9.33173,32TNS2555525554
46.27196,10.62949,32TPS2555425555
41.32187,13.51306,33TUF7555475555
43.56255,12.84001,33TUJ2555525554
43.57257,13.45885,33TUJ7555525554
40.4272,15.89071,33TWE7555575554
44.44812,11.75694,32TQQ1936625343
38.16916,16.43332,33SXC2555525554
40.87759,15.89672,33TWF7555525555
42.64941,11.72006,32TQN2297025470
39.07583,15.87347,33SWD7555525554
39.51171,17.04209,33SXD7555475555
42.66269,12.87144,33TUH2555525554
41.32793,15.90286,33TWF7555475554
41.77825,15.90915,33TWG7555425555
40.87145,16.48998,33TXF2555425555
40.86226,17.08302,33TXF7555525555
42.19963,11.71136,32TQM2385375500
44.47936,9.95007,32TNQ7555525555
40.87162,13.52319,33TUF7555525555
44.03275,8.69493,32TMP7555475555
41.78147,14.70584,33TVG7555525555
42.23179,14.70376,33TVG7555575554
40.38541,18.02723,34TBK4765974778
41.3217,16.50019,33TXF2555475555
37.72415,15.85735,33SWB7555475555
45.36179,12.77259,33TUL2555425555
44.91204,12.79004,33TUK2555475555
38.17755,15.29177,33SWC2555425555
42.22209,10.52133,32TPM2555575555
36.78608,12.09908,33STA4113475068
36.78576,11.90092,32SQF5886675032
39.5293,8.71557,32SMJ7555575554
39.9798,8.71371,32SMK7555525554
39.52633,9.87909,32SNJ7555575555
39.97977,9.29929,32SNK2555425554
40.43027,8.71181,32TMK7555575554
40.88067,9.30331,32TNL2555425554
40.87769,8.11646,32TML2555525555
40.88071,8.70986,32TML7555425555
40.43024,9.30128,32TNK2555575555
39.07876,8.71738,32SMJ7555425554
